Commodity code,Commodity,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
3011100,Live ornamental freshwater fish,215311,Kilogram,0,?,"4,376,642"
3019190,"Live trout, excl. fry",2000,Kilogram,0,?,"11,648"
3019210,Live eels fry,5926,Kilogram,0,?,"7,926,718"
3019290,"Live eels, excl. fry",10106784,Kilogram,0,?,"177,998,634"
3019310,Live Carp fry,2,Kilogram,0,?,192
3019390,"Live Carp, excl. fry",27353918,Kilogram,0,?,"95,867,071"
3019911,Live perch fry,5777,Kilogram,0,?,"68,616"
3019919,Other live fry,2520460,Kilogram,0,?,"29,850,471"
3019991,Live tilapia,1342966,Kilogram,0,?,"3,387,886"
3019992,live puffer fish(fugu spp.),372984,Kilogram,0,?,"5,336,780"
3019993,Other live carps,8317682,Kilogram,0,?,"30,200,096"
3019999,"Live fish nes, excl. Fry",49081032,Kilogram,0,?,"364,149,656"
3022300,Fresh or chilled sole,389591,Kilogram,0,?,"2,806,216"
3022900,Other fresh or chilled flat fish,229003,Kilogram,0,?,"3,969,183"
3023900,"Fresh or chilled tunas, nes",2023,Kilogram,0,?,"4,940"
3024200,Fresh or chilled anchovies,4,Kilogram,0,?,40
3024400,Fresh or chilled mackerel,2525,Kilogram,0,?,"4,419"
3024500,Fresh or chilled jack and horse mackerel,2736,Kilogram,0,?,"21,112"
3024600,Fresh or chilled cobia,489632,Kilogram,0,?,"3,408,651"
3024910,Fresh or chilled siver pomfrets (Pampus spp.),76702,Kilogram,0,?,"1,330,003"
3024990,"Fresh or chilled indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish",154198,Kilogram,0,?,"740,695"
3025100,Fresh or chilled cod,192073,Kilogram,0,?,"525,933"
3027100,Fresh or chilled tilapias,24626,Kilogram,0,?,"76,872"
3027300,Fresh or chilled carp,316261,Kilogram,0,?,"1,286,470"
3027400,Fresh or chilled eels,426148,Kilogram,0,?,"2,786,756"
3028200,Fresh or chilled rays and skates,314820,Kilogram,0,?,"1,493,262"
3028400,Fresh or chilled seabass,920,Kilogram,0,?,"3,203"
3028910,Fresh or chilled scabber fish,169542,Kilogram,0,?,"1,306,248"
3028920,Fresh or chilled yellow croaker,9793406,Kilogram,0,?,"73,183,694"
3028930,Fresh or chilled butterfish(other than silver pomfrets),2397419,Kilogram,0,?,"17,722,318"
3028940,Fresh or chilled puffer fish,41116,Kilogram,0,?,"414,804"
3028990,"Fresh or chilled fish, nes",19246682,Kilogram,0,?,"95,114,054"
3029100,"Fresh or chilled livers, roes and milt",866060,Kilogram,0,?,"22,969,605"
3029900,Other fresh or chilled edible fish offal,576624,Kilogram,0,?,"19,060,887"
3031100,Frozen sockeye salmon,1018,Kilogram,0,?,"6,694"
3031200,Other frozen Pacific salmon,680875,Kilogram,0,?,"2,323,082"
3031310,"Atlantic salmon (Salmo salar)  ,frozen",1334055,Kilogram,0,?,"5,967,480"
3031400,Frozen trout,3595904,Kilogram,0,?,"21,728,111"
3031900,Other frozen salmonidae,69685,Kilogram,0,?,"278,685"
3032300,Frozen tilapias,78834640,Kilogram,0,?,"171,764,317"
3032400,Frozen catfish,4745237,Kilogram,0,?,"17,081,050"
3032500,Frozen carp,108565,Kilogram,0,?,"415,358"
3032600,Frozen eels,502598,Kilogram,0,?,"5,778,900"
3032900,Frozen Nile perch and snakeheads,82236,Kilogram,0,?,"407,884"
3033110,Frozen reinhardtius hippoglossoides(Greenland halibut),4518334,Kilogram,0,?,"30,356,417"
3033190,Other frozen halibut,958311,Kilogram,0,?,"15,962,097"
3033200,Frozen plaice,4259,Kilogram,0,?,"106,852"
3033300,Frozen sole,1103197,Kilogram,0,?,"7,391,805"
3033400,Frozen turbots,37080,Kilogram,0,?,"557,594"
3033900,Other frozen flat fish,17449789,Kilogram,0,?,"38,501,112"
3034100,Frozen albacore or longfinned tunas,17647078,Kilogram,0,?,"60,102,850"
3034200,Frozen yellowfin tunas,25279364,Kilogram,0,?,"149,007,117"
3034300,Frozen skipjack or stripe-bellied bonito,17353350,Kilogram,0,?,"47,438,973"
3034400,Frozen bigeye tunas,4660015,Kilogram,0,?,"31,491,787"
3034510,Frozen Atlantic bluefin tunas,39421,Kilogram,0,?,"654,556"
3034900,"Frozen tunas, nes",694407,Kilogram,0,?,"2,354,321"
3035100,Frozen herrings,6884238,Kilogram,0,?,"4,822,597"
3035300,"Frozen sadines, sardinella, brisling or sprats",33559628,Kilogram,0,?,"44,181,404"
3035400,Frozen mackerel,157860418,Kilogram,0,?,"304,999,941"
3035500,Frozen jack and horse mackerel,8924957,Kilogram,0,?,"16,975,813"
3035600,Frozen cobia,19555,Kilogram,0,?,"156,439"
3035700,Frozen swordfish,4372504,Kilogram,0,?,"27,907,307"
3035910,Frozen silver pomfrets (Pampus spp.),3809091,Kilogram,0,?,"66,965,448"
3035990,"Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish",102402882,Kilogram,0,?,"268,735,048"
3036300,Frozen cod,185854,Kilogram,0,?,"412,813"
3036400,Frozen haddock,58100,Kilogram,0,?,"175,997"
3036600,Frozen hake,395196,Kilogram,0,?,"734,817"
3036700,Frozen Alaska Pollack,2931551,Kilogram,0,?,"3,669,727"
3036800,Frozen blue whitings,38200,Kilogram,0,?,"85,950"
3036900,"Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.",151495,Kilogram,0,?,"492,353"
3038100,Frozen dogfish and other sharks,1855298,Kilogram,0,?,"14,943,525"
3038200,Frozen rays and skates,343193,Kilogram,0,?,"667,357"
3038300,Frozen toothfish,5201,Kilogram,0,?,"124,644"
3038400,Frozen seabass,537065,Kilogram,0,?,"3,315,584"
3038910,Frozen scabber fish,3220852,Kilogram,0,?,"25,212,182"
3038920,Frozen yellow croaker,29635596,Kilogram,0,?,"232,941,152"
3038930,Frozen butterfish(other than silver pomfrets),11615613,Kilogram,0,?,"117,224,512"
3038990,"Frozen fish, nes",155783803,Kilogram,0,?,"580,703,448"
3039100,"Frozen fish liver, roes and milt",678832,Kilogram,0,?,"26,810,106"
3039200,Frozen shark fins,20,Kilogram,0,?,"1,254"
3039900,Other frozen edible fish offal,2714951,Kilogram,0,?,"11,531,943"
3043100,Fresh or chilled fillets of tilapias,2010,Kilogram,0,?,"17,040"
3043900,"Fresh or chilled fillets of carp, eels and snakeheads",596000,Kilogram,0,?,"2,523,667"
3044100,Fresh or chilled fillets of Pacific/Altantic/Danude salmon,70294,Kilogram,0,?,"377,769"
3044400,Fresh or chilled fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,20,Kilogram,0,?,96
3044900,Other fresh or chilled fish fillets,7558,Kilogram,0,?,"53,313"
3045100,"Fresh or chilled meat of tilapias , catfish, carp, eels, Nile perch and snakeheads",5443675,Kilogram,0,?,"27,374,523"
3045900,Other fresh or chilled meat of fish,75195,Kilogram,0,?,"455,355"
3046100,Frozen fillets of tilapias,26088720,Kilogram,0,?,"89,000,726"
3046211,Frozen fillets of channel catfish,1462355,Kilogram,0,?,"10,210,232"
3046290,Frozen fillets of other catfish,464824,Kilogram,0,?,"2,076,682"
3046300,Frozen fillets of Nile perch,69518,Kilogram,0,?,"569,145"
3046900,Frozen fillets of carp/eels/snakeheads,2453150,Kilogram,0,?,"29,200,071"
3047100,Frozen fillets of cod,94601175,Kilogram,0,?,"590,646,802"
3047200,Frozen fillets of haddock,24752655,Kilogram,0,?,"148,954,621"
3047300,Frozen fillets of coalfish,5873504,Kilogram,0,?,"45,314,175"
3047400,Frozen fillets of Hake,11533944,Kilogram,0,?,"36,704,533"
3047500,Frozen fillets of Alaska pollack,174673738,Kilogram,0,?,"520,212,280"
3047900,Frozen fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,8274571,Kilogram,0,?,"33,602,545"
3048100,Frozen fillets of Pacific/Atlantic/Danude salmon,59643318,Kilogram,0,?,"396,958,707"
3048200,Frozen fillets of trout,617815,Kilogram,0,?,"6,420,423"
3048300,Frozen fillets of flat fish,49596586,Kilogram,0,?,"257,705,655"
3048400,Frozen fillets of swordfish,55875,Kilogram,0,?,"1,066,629"
3048500,Frozen fillets of toothfish,10585,Kilogram,0,?,"255,507"
3048600,Frozen fillets of herrings,575254,Kilogram,0,?,"1,619,469"
3048700,"Frozen fillets of tunas, skipjack or stripe-bellied bonito",16105522,Kilogram,0,?,"153,523,789"
3048800,"Frozen fillets of dogfish, other sharks, rays and skates",1800606,Kilogram,0,?,"15,754,589"
3048900,Frozen fillets of other fish,93122487,Kilogram,0,?,"467,107,633"
3049100,Frozen meat of swordfish,342533,Kilogram,0,?,"3,047,922"
3049300,"Frozen meat of tilapias, catfish , carp, eels, Nile perch and snakeheads",51410,Kilogram,0,?,"216,749"
3049400,Frozen meat of Alaska pollack,11159936,Kilogram,0,?,"31,865,029"
3049500,"Frozen meat of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae etc, other than Alaska Pollack",6430059,Kilogram,0,?,"25,749,161"
3049600,Frozen meat of dogfish and other sharks,465668,Kilogram,0,?,"4,059,802"
3049900,Frozen meat of other fish,42456374,Kilogram,0,?,"260,060,370"
3051000,"Flours, meals&pellets of fish, fit for human consumption",2420858,Kilogram,0,?,"8,452,176"
3052000,"Dried/smoked/salted fish livers,roes and milt",4870474,Kilogram,0,?,"54,800,249"
3053100,"Dried/salted fillets of tilapias, catfish , carp, eels, Nile perch and snakeheads",10000,Kilogram,0,?,"60,100"
3053200,"Dried/salted fish fillets of the families Bregmacerotidae, Euclichthyidae, Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",16990993,Kilogram,0,?,"81,862,145"
3053900,Dried/salted fillets of other fish,1314161,Kilogram,0,?,"10,259,310"
3054110,Smoked Atlantic salmon(excl.offal),218286,Kilogram,0,?,"3,216,775"
3054120,Smoked Pacific/Danude salmon(excl.offal),60057,Kilogram,0,?,"825,644"
3054200,Smoked herrings(excl.offal),325463,Kilogram,0,?,"997,868"
3054300,Smoked trout(excl.offal),567739,Kilogram,0,?,"9,098,633"
3054900,Other smoked fish(excl.edible offal),3339933,Kilogram,0,?,"21,798,115"
3055100,Dried cod(excl.offal),790750,Kilogram,0,?,"8,311,509"
3055200,"Dried tilapias, catfish, carp, eels, Nile perch and snakeheads",153,Kilogram,0,?,"7,176"
3055300,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc, other than cod",542979,Kilogram,0,?,"7,115,113"
3055410,Dried silver pomfrets (Pampus spp.),1337,Kilogram,0,?,"67,875"
3055490,"Dried herrings, anchovies, sardines,mackerel,seerfishes,Pacific saury, swordfish, bonitos etc.",2220173,Kilogram,0,?,"14,615,790"
3055990,Other dried fish(excl.offal),10244985,Kilogram,0,?,"93,537,194"
3056100,Salted herrings(excl.offal),5483,Kilogram,0,?,"32,114"
3056200,Salted cod(excl.offal),2469950,Kilogram,0,?,"10,076,714"
3056400,"Salted tilapias, catfish, carp, eels, Nile perch and snakeheads",17472,Kilogram,0,?,"102,343"
3056910,Salted scabber fish(excl.offal),7128,Kilogram,0,?,"46,734"
3056920,Salted yellow croaker(excl.offal),32255,Kilogram,0,?,"236,020"
3056990,"Salted fish,nes(excl.offal)",6187928,Kilogram,0,?,"22,882,701"
3057100,Shark fins,25206,Kilogram,0,?,"2,167,277"
3057200,"Fish heads, tails and maws",723751,Kilogram,0,?,"7,207,203"
3057900,Other fish fins and edible offal,1705415,Kilogram,0,?,"7,556,749"
3061100,Frozen rock lobsters and crawfish,169527,Kilogram,0,?,"2,146,922"
3061200,Frozen lobsters,10944,Kilogram,0,?,"196,886"
3061410,Frozen swimming crabs,24073742,Kilogram,0,?,"117,803,429"
3061490,Other frozen crabs,5833633,Kilogram,0,?,"115,839,911"
3061500,Frozen Norway lobsters,11123,Kilogram,0,?,"362,931"
3061611,Frzen cold-water shelled shrimps,2213410,Kilogram,0,?,"40,076,601"
3061612,Other frozen cold-water northern pandalus,811587,Kilogram,0,?,"2,515,107"
3061619,Other forzen cold-water shrimps,130455,Kilogram,0,?,"846,070"
3061621,Frozen cold-water shelled prawns,631767,Kilogram,0,?,"10,133,096"
3061711,Other frozen shelled shrimps,23803320,Kilogram,0,?,"186,005,651"
3061719,Other frozen shrimps,21463762,Kilogram,0,?,"56,734,516"
3061721,Other frozen shelled prawns,10597703,Kilogram,0,?,"147,130,256"
3061729,Other frozen prawns,4556242,Kilogram,0,?,"51,887,239"
3061919,Other frozen freshwater crawfish,148351,Kilogram,0,?,"1,219,163"
3061990,"Frozen crustaceans,nes,incl. flours,meals,pellets for human",455342,Kilogram,0,?,"8,803,554"
3063190,"Live/fresh/chilled rock lobster and other sea crawfish, not for cultivation",7850,Kilogram,0,?,"20,194"
3063290,"Live/fresh/chilled lobsters, not for cultivation",612,Kilogram,0,?,"3,224"
3063310,Live crabs for cultivation,3017,Kilogram,0,?,"30,886"
3063391,"Live/fresh/chilled freshwater crabs, not for cultivation",5324528,Kilogram,0,?,"44,989,579"
3063392,"Live/fresh/chilled swimming crabs, not for cultivation",223257,Kilogram,0,?,"4,499,471"
3063399,"Other live/fresh/chilled crabs, not for cultivation",1006016,Kilogram,0,?,"21,016,646"
3063610,Other shrimps/prawns for cultivation,3344,Kilogram,0,?,"23,665"
3063620,Other fresh/chilled prawns,1180522,Kilogram,0,?,"13,648,469"
3063690,"Other live prawns and live/fresh/cold shrimps, not for cultivation",7818845,Kilogram,0,?,"100,578,302"
3063990,"Live/fresh/chilled crustaceans nes, incl.edible flours/meals/pellets",90553,Kilogram,0,?,"1,161,092"
3069390,Other crab£¬prepared other than fresh/chilled,7360,Kilogram,0,?,"51,005"
3069510,Cold-water shrimps and prawns£¬prepared other than fresh/chilled,10010,Kilogram,0,?,"69,940"
3069590,Other shrimps and prawns£¬prepared other than fresh/chilled,9163666,Kilogram,0,?,"71,092,905"
3069900,"Crustaceans nes, incl.edible flours/meals/pellets£¬prepared other than fresh/chilled",138929,Kilogram,0,?,"810,867"
3071110,Oysters for cultivation,88086,Kilogram,0,?,"88,661"
3071190,"Live/fresh/chilled oysters, not for cultivation",1381424,Kilogram,0,?,"5,860,067"
3071200,Frozen oysters,401914,Kilogram,0,?,"2,121,474"
3071900,Dried/salted/smoked oysters,184550,Kilogram,0,?,"9,911,660"
3072110,Scallops for cultivation,485684,Kilogram,0,?,"1,036,890"
3072190,"Live/fresh/chilled scallops, not for cultivation",1703099,Kilogram,0,?,"5,149,499"
3072200,Frozen scallops,26076804,Kilogram,0,?,"298,829,659"
3072900,Dried/salted/smoked scallops,318747,Kilogram,0,?,"14,790,255"
3073190,"Live/fresh/chilled mussels, not for cultivation",72894,Kilogram,0,?,"262,188"
3073200,Frzen mussels,3830885,Kilogram,0,?,"8,694,170"
3073900,Dried/salted/smoked mussels,20700,Kilogram,0,?,"197,922"
3074291,"Live/fresh/chilled cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",2070754,Kilogram,0,?,"20,052,812"
3074299,Other live/fresh/chilled cuttle fish and squid,858279,Kilogram,0,?,"2,710,468"
3074310,"Frozen cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",128211677,Kilogram,0,?,"1,008,100,127"
3074390,Other frozen cuttle fish and squid,220156038,Kilogram,0,?,"1,082,748,004"
3074910,"Dried/salted/smoked cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",378043,Kilogram,0,?,"6,394,078"
3074990,Other dried/salted/smoked cuttle fish and squid,2413309,Kilogram,0,?,"37,799,310"
3075100,Live/fresh/chilled octopus,8537011,Kilogram,0,?,"119,481,960"
3075200,Frozen octopus,23749963,Kilogram,0,?,"168,795,660"
3075900,Dried/salted/smoked octopus,845647,Kilogram,0,?,"5,719,556"
3076090,"Snails (not sea snails), not for cultivation",2050,Kilogram,0,?,"8,302"
3077110,"Clams, cockles and ark shells, for cultivation",6033468,Kilogram,0,?,"6,774,590"
3077191,"Live/fresh/chilled clams, not for cultivation",61722738,Kilogram,0,?,"102,620,262"
3077199,"Live/fresh/chilled cockles and ark shells, not for cultivation",5723499,Kilogram,0,?,"23,654,049"
3077200,"Frozen clams, cockles and ark shells",4349908,Kilogram,0,?,"23,103,049"
3077900,"Dried/salted/smoked clams, cockles and ark shells",532135,Kilogram,0,?,"2,214,873"
3078110,"Abalone, for cultivation",3000,Kilogram,0,?,"171,000"
3078190,"Live/fresh/chilled abalone, not for cultivation",3120603,Kilogram,0,?,"62,504,266"
3078290,"Live/fresh/chilled stromboid conchs, not for cultivation",40,Kilogram,0,?,640
3078300,Frozen abalone,619216,Kilogram,0,?,"13,625,932"
3078700,Dried/salted/smoked abalone,9240,Kilogram,0,?,"1,104,987"
3079110,"Other molluscs for custivation, shelled or not",399401,Kilogram,0,?,"502,399"
3079190,"Molluscs nes, live/fresh/chilled, not for cultivation",2444178,Kilogram,0,?,"26,069,267"
3079200,Frozen mollus nes,2747138,Kilogram,0,?,"50,405,164"
3079900,"Molluscs nes, dried/salted/smoked, incl. edible flours/meals/pellets",320795,Kilogram,0,?,"6,982,664"
3081200,Frozen sea cucumbers,57534,Kilogram,0,?,"1,618,503"
3081900,Dried/salted/smoked sea cucumbers,39853,Kilogram,0,?,"513,978"
3082190,"Live/fresh/chilled sea urchins, not for cultivation",24133,Kilogram,0,?,"4,972,963"
3082200,Frozen sea urchins,4210,Kilogram,0,?,"268,350"
3083090,Frozen/dried/salted/smoked jellyfish,3778841,Kilogram,0,?,"24,120,446"
3089012,"Live/fresh/chilled sea clamworm, not for cultivation",1393899,Kilogram,0,?,"23,533,019"
3089019,"Live/fresh/chilled aquatic invertebrates(excl.crustaceans/molluscs)nes, not for cultivation",185482,Kilogram,0,?,"3,101,016"
3089090,Other frozen/dried/salted/smoked aquatic invertebrates(excl.crustaceans/molluscs),224678,Kilogram,0,?,"2,329,860"
4011000,"Milk&cream,fat¡Ü1%, not concentrated or sweetened",142497,Kilogram,0,?,"175,210"
4012000,"Milk&cream,1%£¼fat¡Ü6%, not concentrated or sweetened",22868421,Kilogram,0,?,"21,618,646"
4021000,"Milk&cream in solid forms,fat¡Ü1.5%, concentrated/sweetened",2260687,Kilogram,0,?,"7,014,190"
4022100,"Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened",1908690,Kilogram,0,?,"8,204,047"
4022900,"Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened",146039,Kilogram,0,?,"1,407,357"
4029100,"Milk&cream not in solid form, concentrated, unsweetened",242088,Kilogram,0,?,"501,906"
4029900,"Milk&cream not in solid form, concentrated, sweetened",1484804,Kilogram,0,?,"3,565,813"
4031000,Yogurt,2631533,Kilogram,0,?,"6,294,032"
4039000,"Buttermilk, curdled/fermented/acidified milk&cream",2502512,Kilogram,0,?,"5,785,871"
4049000,"Products consisting of natural milk constituents, nes",161168,Kilogram,0,?,"204,284"
4051000,Butter,1385590,Kilogram,0,?,"4,648,625"
4059000,Other fats&oils derived from milk,463588,Kilogram,0,?,"2,302,814"
4062000,Grated or powdered cheese,116895,Kilogram,0,?,"1,397,338"
4063000,"Processed cheese, not grated or powdered",3902,Kilogram,0,?,"27,423"
4069000,"Cheese, nes",47961,Kilogram,0,?,"194,971"
4071100,Fertilised eggs for incubation of hens,92952,Kilogram,1539078,Number of item,"1,089,073"
4072100,Fresh eggs of hens,68320131,Kilogram,1132202611,Number of item,"118,642,487"
4072900,Fresh eggs of other fowls,746195,Kilogram,12702180,Number of item,"1,576,812"
4079010,Salted eggs,13938729,Kilogram,199037589,Number of item,"34,457,272"
4079020,Lime-preserved eggs,7791854,Kilogram,114824144,Number of item,"21,639,944"
4079090,"Prevered/cooked eggds in shell, nes",238334,Kilogram,2825000,Number of item,"584,871"
4081100,Dried egg yolks,625842,Kilogram,0,?,"6,491,690"
4081900,Egg yolks (excl. dried),1125176,Kilogram,0,?,"8,799,002"
4089100,"Dried bird's eggs, not in shell",131688,Kilogram,0,?,"884,916"
4089900,"Bird's eggs, not in shell (excl. dried)",9784942,Kilogram,0,?,"20,176,187"
4090000,Natural honey,145886036,Kilogram,0,?,"260,046,719"
4100010,Edible bird's nests (salanganes' nests),370,Kilogram,0,?,"464,621"
4100041,"Pure royal jelly, fresh",768890,Kilogram,0,?,"20,805,848"
4100042,"Pure royal jelly, in powder, fresh",244536,Kilogram,0,?,"20,204,340"
4100043,Bee pollen,3010483,Kilogram,0,?,"15,203,084"
4100049,Other bee products,342780,Kilogram,0,?,"7,410,304"
4100090,"Other edible products of animal origin, nes",10795670,Kilogram,0,?,"19,753,443"
5010000,"Huaman hair, unworked , whether or not washed/scoured, waste hair",9760,Kilogram,0,?,"1,054,080"
5021010,"Pig's, hog's, or boar's bristles",4972050,Kilogram,0,?,"62,913,592"
5021020,"Pig's, hog's, or boar's hair",91589,Kilogram,0,?,"154,702"
5029011,Goats hair for brush making,201614,Kilogram,0,?,"16,996,502"
5029019,"Badger and other brush making hair, nes",12350,Kilogram,0,?,"5,396,648"
5029020,Waste of badger&other brush making hair,181,Kilogram,0,?,"23,464"
5040011,"Hog casings, salted, excl. hog fat-ends",65002214,Kilogram,0,?,"432,641,700"
5040012,"Sheep casings, salted",17963163,Kilogram,0,?,"453,621,237"
5040013,"Goat casings, salted",278143,Kilogram,0,?,"9,023,720"
5040019,"Casings of animal guts, nes",480471,Kilogram,0,?,"21,327,791"
5040021,"Cold, frozen gizzard",10,Kilogram,0,?,38
5040029,"Gizzard of other animals, nes",16806,Kilogram,0,?,"179,623"
5040090,"Other guts, bladders&stomachs of animals, whole/pieces, nes",501402,Kilogram,0,?,"968,349"
5051000,Raw feathers for stuffing; down,45786955,Kilogram,0,?,"724,356,864"
