Commodity code,Commodity,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
3028910,Fresh or chilled scabber fish,3831351,Kilogram,0,?,"7,864,360"
3028920,Fresh or chilled yellow croaker,60994,Kilogram,0,?,"700,963"
3028930,Fresh or chilled butterfish(other than silver pomfrets),44276,Kilogram,0,?,"522,304"
3028990,"Fresh or chilled fish, nes",8620596,Kilogram,0,?,"53,956,103"
3031100,Frozen sockeye salmon,4828511,Kilogram,0,?,"37,267,970"
3031200,Other frozen Pacific salmon,129204699,Kilogram,0,?,"481,081,545"
3031310,"Atlantic salmon (Salmo salar)  ,frozen",14478399,Kilogram,0,?,"118,740,745"
3031320,"Danube salmon (Hucho hucho) ,frozen",4993,Kilogram,0,?,"2,087"
3031400,Frozen trout,3089631,Kilogram,0,?,"23,434,112"
3031900,Other frozen salmonidae,65417,Kilogram,0,?,"60,723"
3032400,Frozen catfish,51466092,Kilogram,0,?,"117,758,247"
3032500,Frozen carp,57694,Kilogram,0,?,"64,329"
3032600,Frozen eels,4287993,Kilogram,0,?,"5,253,865"
3033110,Frozen reinhardtius hippoglossoides(Greenland halibut),56351291,Kilogram,0,?,"342,101,674"
3033190,Other frozen halibut,1068711,Kilogram,0,?,"8,695,538"
3033200,Frozen plaice,907176,Kilogram,0,?,"1,253,664"
3033300,Frozen sole,751267,Kilogram,0,?,"1,352,093"
3033900,Other frozen flat fish,118277134,Kilogram,0,?,"203,649,112"
3034200,Frozen yellowfin tunas,286613,Kilogram,0,?,"1,028,190"
3034400,Frozen bigeye tunas,13000,Kilogram,0,?,"31,294"
3034510,Frozen Atlantic bluefin tunas,156098,Kilogram,0,?,"5,639,930"
3034900,"Frozen tunas, nes",415645,Kilogram,0,?,"558,685"
3035100,Frozen herrings,88721351,Kilogram,0,?,"95,390,741"
3035300,"Frozen sadines, sardinella, brisling or sprats",11898030,Kilogram,0,?,"7,782,163"
3035400,Frozen mackerel,90721183,Kilogram,0,?,"182,165,488"
3035500,Frozen jack and horse mackerel,18772901,Kilogram,0,?,"32,207,195"
3035910,Frozen silver pomfrets (Pampus spp.),456863,Kilogram,0,?,"3,612,867"
3035990,"Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish",52841281,Kilogram,0,?,"104,305,927"
3036300,Frozen cod,151981639,Kilogram,0,?,"731,505,084"
3036400,Frozen haddock,44759035,Kilogram,0,?,"168,610,319"
3036500,Frozen coalfish,12098331,Kilogram,0,?,"58,347,374"
3036600,Frozen hake,9814337,Kilogram,0,?,"17,739,768"
3036700,Frozen Alaska Pollack,598180306,Kilogram,0,?,"805,182,152"
3036800,Frozen blue whitings,32556735,Kilogram,0,?,"35,719,143"
3036900,"Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.",28575206,Kilogram,0,?,"63,474,273"
3038100,Frozen dogfish and other sharks,398740,Kilogram,0,?,"548,431"
3038200,Frozen rays and skates,934772,Kilogram,0,?,"1,607,798"
3038300,Frozen toothfish,3573621,Kilogram,0,?,"106,685,719"
3038400,Frozen seabass,447,Kilogram,0,?,"20,616"
3038910,Frozen scabber fish,126094382,Kilogram,0,?,"275,251,474"
3038920,Frozen yellow croaker,3104861,Kilogram,0,?,"4,781,119"
3038930,Frozen butterfish(other than silver pomfrets),4940868,Kilogram,0,?,"13,410,482"
3038990,"Frozen fish, nes",332968291,Kilogram,0,?,"675,093,422"
3039100,"Frozen fish liver, roes and milt",10953563,Kilogram,0,?,"165,795,717"
3039200,Frozen shark fins,2857997,Kilogram,0,?,"31,746,951"
3039900,Other frozen edible fish offal,50437229,Kilogram,0,?,"172,303,425"
3044100,Fresh or chilled fillets of Pacific/Altantic/Danude salmon,437527,Kilogram,0,?,"7,362,004"
3044900,Other fresh or chilled fish fillets,119928,Kilogram,0,?,"2,366,044"
3045200,Fresh or chilled meat of salmonidae,53896,Kilogram,0,?,"1,231,176"
3045300,Fresh or chilled meat of fish of the families Bregmacerotidae and Euclichthyidae etc.,419,Kilogram,0,?,"13,957"
3045900,Other fresh or chilled meat of fish,82613,Kilogram,0,?,"5,843,729"
3046290,Frozen fillets of other catfish,200209623,Kilogram,0,?,"492,013,868"
3046300,Frozen fillets of Nile perch,600,Kilogram,0,?,"7,222"
3047100,Frozen fillets of cod,226039,Kilogram,0,?,"2,113,876"
3047300,Frozen fillets of coalfish,85172,Kilogram,0,?,"262,330"
3047400,Frozen fillets of Hake,6477,Kilogram,0,?,"35,647"
3047500,Frozen fillets of Alaska pollack,8272722,Kilogram,0,?,"35,021,314"
3047900,Frozen fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,1428096,Kilogram,0,?,"5,062,352"
3048100,Frozen fillets of Pacific/Atlantic/Danude salmon,854781,Kilogram,0,?,"11,337,107"
3048200,Frozen fillets of trout,35334,Kilogram,0,?,"301,242"
3048300,Frozen fillets of flat fish,38387,Kilogram,0,?,"321,140"
3048500,Frozen fillets of toothfish,21172,Kilogram,0,?,"987,610"
3048600,Frozen fillets of herrings,246715,Kilogram,0,?,"464,869"
3048700,"Frozen fillets of tunas, skipjack tuna (stripe-bellied bonito)",219137,Kilogram,0,?,"7,287,384"
3048900,Frozen fillets of other fish,597713,Kilogram,0,?,"6,107,228"
3049200,Frozen meat of toothfish,49839,Kilogram,0,?,"525,371"
3049300,"Frozen meat of tilapias, catfish , carp, eels, Nile perch and snakeheads",1658390,Kilogram,0,?,"3,639,983"
3049400,Frozen meat of Alaska pollack,8291563,Kilogram,0,?,"38,119,135"
3049500,"Frozen meat of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae etc, other than Alaska Pollack",4846866,Kilogram,0,?,"9,013,076"
3049900,Frozen meat of other fish,35582322,Kilogram,0,?,"114,256,974"
3052000,"Dried/smoked/salted fish livers,roes and milt",817272,Kilogram,0,?,"34,145,159"
3053100,"Dried/salted fillets of tilapias, catfish , carp, eels, Nile perch and snakeheads",11988,Kilogram,0,?,"29,970"
3053900,Dried/salted fillets of other fish,696901,Kilogram,0,?,"1,500,366"
3054110,Smoked Atlantic salmon(excl.offal),2166,Kilogram,0,?,"66,433"
3054120,Smoked Pacific/Danude salmon(excl.offal),100,Kilogram,0,?,"4,142"
3054300,Smoked trout(excl.offal),30,Kilogram,0,?,966
3054900,Other smoked fish(excl.edible offal),792,Kilogram,0,?,"37,557"
3055100,Dried cod(excl.offal),14806,Kilogram,0,?,"29,701"
3055200,"Dried tilapias, catfish, carp, eels, Nile perch and snakeheads",16900,Kilogram,0,?,"50,150"
3055300,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc, other than cod",12182,Kilogram,0,?,"34,110"
3055490,"Dried herrings, anchovies, sardines,mackerel,seerfishes,Pacific saury, swordfish, bonitos etc.",14173864,Kilogram,0,?,"25,774,144"
3055990,Other dried fish(excl.offal),56844633,Kilogram,0,?,"118,362,316"
3056300,Salted anchovies,17004,Kilogram,0,?,"54,235"
3056400,"Salted tilapias, catfish, carp, eels, Nile perch and snakeheads",16080,Kilogram,0,?,"35,052"
3056910,Salted scabber fish(excl.offal),7900,Kilogram,0,?,"18,170"
3056920,Salted yellow croaker(excl.offal),60,Kilogram,0,?,181
3056990,"Salted fish,nes(excl.offal)",1230885,Kilogram,0,?,"2,866,280"
3057100,Shark fins,609721,Kilogram,0,?,"14,531,899"
3057200,"Fish heads, tails and maws",2953973,Kilogram,0,?,"58,038,528"
3057900,Other fish fins and edible offal,3424206,Kilogram,0,?,"5,370,059"
3061100,Frozen rock lobsters and crawfish,4406340,Kilogram,0,?,"98,372,661"
3061200,Frozen lobsters,1755238,Kilogram,0,?,"32,394,831"
3061410,Frozen swimming crabs,2651289,Kilogram,0,?,"5,881,434"
3061490,Other frozen crabs,15144419,Kilogram,0,?,"253,874,369"
3061500,Frozen Norway lobsters,204937,Kilogram,0,?,"2,987,853"
3061630,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , shelled",45218,Kilogram,0,?,"618,588"
3061640,"Frozen northern pandalus (Pandalus borealis), unshelled",58889727,Kilogram,0,?,"441,519,807"
3061690,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , unshelled",13139619,Kilogram,0,?,"100,481,941"
3061730,"Other frozen shrimps and prawns, shelled",55359494,Kilogram,0,?,"338,032,043"
3061790,"Other frozen shrimps and prawns, unshelled",818353058,Kilogram,0,?,"5,311,413,768"
3061919,Other frozen freshwater crawfish,42378,Kilogram,0,?,"2,759,295"
3061990,"Frozen crustaceans,nes",742318,Kilogram,0,?,"41,192,458"
3063190,"Live/fresh/chilled rock lobster and other sea crawfish, not for cultivation",16930650,Kilogram,0,?,"892,213,543"
3063290,"Live/fresh/chilled lobsters, not for cultivation",23341343,Kilogram,0,?,"614,397,634"
3063392,"Live/fresh/chilled swimming crabs, not for cultivation",260676,Kilogram,0,?,"2,654,376"
3063399,"Other live/fresh/chilled crabs, not for cultivation",74336338,Kilogram,0,?,"1,298,180,678"
3063490,"Live/fresh/chilled Norway lobsters, not for cultivation",2566,Kilogram,0,?,"143,139"
3063590,"Live cole-water prawns and live/fresh/cold cold-water shrimps, not for cultivation",3725,Kilogram,0,?,"313,851"
3063610,Other shrimps/prawns for cultivation,20890,Kilogram,0,?,"25,879,495"
3063690,"Other live prawns and live/fresh/cold shrimps, not for cultivation",1650476,Kilogram,0,?,"26,925,234"
3063910,Other crustaceans for cultivation,2590,Kilogram,0,?,"1,265,219"
3063990,"Live/fresh/chilled crustaceans ,nes",1431903,Kilogram,0,?,"53,565,600"
3069510,Cold-water shrimps and prawns£¬prepared other than fresh/chilled,27199,Kilogram,0,?,"118,296"
3069590,Other shrimps and prawns£¬prepared other than fresh/chilled,5207227,Kilogram,0,?,"20,573,185"
3069900,Crustaceans nes,2100,Kilogram,0,?,"81,930"
3071190,"Live/fresh/chilled oysters, not for cultivation",1999999,Kilogram,0,?,"26,691,489"
3071200,Frozen oysters,130240,Kilogram,0,?,"709,652"
3072191,"Other scallops,live/fresh/chilled",2498651,Kilogram,0,?,"9,363,482"
3072199,"Other molluscs of the family Pectinidae, live/fresh/chilled",73273,Kilogram,0,?,"224,794"
3072210,Frozen scallops,25010229,Kilogram,0,?,"71,386,975"
3072290,Frozen other molluscs of the family Pectinidae,78367160,Kilogram,0,?,"243,221,742"
3072910,"Scallops, dried/salted/in brine/smoked",77700,Kilogram,0,?,"1,054,404"
3072990,"Other molluscs of the family Pectinidae, dried/salted/in brine/smoked",30,Kilogram,0,?,"3,452"
3073190,"Live/fresh/chilled mussels, not for cultivation",1975401,Kilogram,0,?,"8,138,678"
3073200,Frzen mussels,2268287,Kilogram,0,?,"13,514,098"
3073900,Dried/salted/smoked mussels,141000,Kilogram,0,?,"306,299"
3074291,"Live/fresh/chilled cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",117501,Kilogram,0,?,"680,264"
3074299,Other live/fresh/chilled cuttle fish and squid,17054,Kilogram,0,?,"61,587"
3074310,"Frozen cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",197625134,Kilogram,0,?,"626,190,119"
3074390,Other frozen cuttle fish and squid,104100982,Kilogram,0,?,"266,368,960"
3074910,"Dried/salted/smoked cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",20688030,Kilogram,0,?,"60,377,405"
3074990,Other dried/salted/smoked cuttle fish and squid,1362888,Kilogram,0,?,"3,539,959"
3075100,Live/fresh/chilled octopus,3,Kilogram,0,?,259
3075200,Frozen octopus,19115801,Kilogram,0,?,"52,684,359"
3075900,Dried/salted/smoked octopus,1,Kilogram,0,?,12
3076090,"Snails (not sea snails), not for cultivation",190409,Kilogram,0,?,"428,406"
3077191,"Live/fresh/chilled clams, not for cultivation",266415,Kilogram,0,?,"775,748"
3077199,"Live/fresh/chilled cockles and ark shells, not for cultivation",5598309,Kilogram,0,?,"10,723,204"
3077200,"Frozen clams, cockles and ark shells",7252594,Kilogram,0,?,"61,573,843"
3077900,"Dried/salted/smoked clams, cockles and ark shells",4234,Kilogram,0,?,"9,768"
3078190,"Live/fresh/chilled abalone, not for cultivation",905265,Kilogram,0,?,"54,216,262"
3078290,"Live/fresh/chilled stromboid conchs, not for cultivation",22764,Kilogram,0,?,"103,794"
3078300,Frozen abalone,121766,Kilogram,0,?,"8,191,835"
3078400,Frozen stromboid conchs,3149542,Kilogram,0,?,"9,681,188"
3078700,Dried/salted/smoked abalone,18156,Kilogram,0,?,"7,653,047"
3079110,"Other molluscs for custivation, shelled or not",3630,Kilogram,0,?,"86,872"
3079190,"Molluscs nes, live/fresh/chilled, not for cultivation",9973519,Kilogram,0,?,"215,010,308"
3079200,Frozen molluscs nes,15550987,Kilogram,0,?,"69,154,644"
3079900,"Molluscs nes, dried/salted/in brine/smoked",285166,Kilogram,0,?,"417,990"
3081190,"Live/fresh/chilled sea cucumbers, not for cultivation",900,Kilogram,0,?,"9,774"
3081200,Frozen sea cucumbers,7657397,Kilogram,0,?,"28,183,855"
3081900,Dried/salted/smoked sea cucumbers,410055,Kilogram,0,?,"6,380,173"
3082190,"Live/fresh/chilled sea urchins, not for cultivation",143399,Kilogram,0,?,"11,967,476"
3083090,Frozen/dried/salted/smoked jellyfish,31608208,Kilogram,0,?,"53,855,144"
3089012,"Live/fresh/chilled sea clamworm, not for cultivation",9035,Kilogram,0,?,"151,525"
3089019,"Live/fresh/chilled aquatic invertebrates(excl.crustaceans/molluscs)nes, not for cultivation",13382,Kilogram,0,?,"847,161"
3091000,"Flours, meals and pellets of fish, fit for human consumption",2001,Kilogram,0,?,"67,645"
3099000,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",1155180,Kilogram,0,?,"3,146,601"
4011000,"Milk&cream,fat¡Ü1%, not concentrated or sweetened",98193543,Kilogram,0,?,"72,879,387"
4012000,"Milk&cream,1%£¼fat¡Ü6%, not concentrated or sweetened",623676632,Kilogram,0,?,"593,094,426"
4014000,"Milk&cream,6%£¼fat¡Ü10%, not concentrated or sweetened",35641,Kilogram,0,?,"132,085"
4015000,"Milk&cream,fat£¾10%, not concentrated or sweetened",255239180,Kilogram,0,?,"961,158,689"
4021000,"Milk&cream in solid forms,fat¡Ü1.5%, concentrated/sweetened",335240057,Kilogram,0,?,"1,348,017,258"
4022100,"Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened",697427854,Kilogram,0,?,"3,058,798,579"
4022900,"Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened",1924602,Kilogram,0,?,"20,372,989"
4029100,"Milk&cream not in solid form, concentrated, unsweetened",11595100,Kilogram,0,?,"20,817,502"
4029900,"Milk&cream not in solid form, concentrated, sweetened",12534493,Kilogram,0,?,"26,688,776"
4032010,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",16245107,Kilogram,0,?,"25,426,657"
4032090,Other yogurt,5754264,Kilogram,0,?,"16,179,402"
4039000,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream",1638284,Kilogram,0,?,"6,975,889"
4041000,Whey and modified whey,599025948,Kilogram,0,?,"938,119,104"
4049000,"Products consisting of natural milk constituents, nes",7209720,Kilogram,0,?,"27,205,937"
4051000,Butter,101446186,Kilogram,0,?,"661,435,242"
4052000,Dairy spreads,1024,Kilogram,0,?,"39,098"
4059000,Other fats&oils derived from milk,41490316,Kilogram,0,?,"267,648,194"
4061000,"Fresh cheese, incl. whey cheese, curd",59996979,Kilogram,0,?,"290,781,318"
4062000,Grated or powdered cheese,33363902,Kilogram,0,?,"185,382,737"
4063000,"Processed cheese, not grated or powdered",18129458,Kilogram,0,?,"104,179,333"
4064000,"Blue-veined cheese, other-veined cheese prod. by penicillium roqueforti",123063,Kilogram,0,?,"1,294,880"
4069000,"Cheese, nes",33821049,Kilogram,0,?,"187,004,462"
4089900,"Bird's eggs, not in shell (excl. dried)",190,Kilogram,0,?,"33,796"
4090000,Natural honey,3736178,Kilogram,0,?,"71,382,436"
4100049,-,24,-,0,-,698
4109010,Edible bird's nests (salanganes' nests),489903,Kilogram,0,?,"654,581,725"
4109022,"Pure royal jelly, in powder, fresh",5,Kilogram,0,?,"1,654"
4109023,Bee pollen,798,Kilogram,0,?,"22,204"
4109029,Other bee products,38335,Kilogram,0,?,"3,356,753"
4109090,"Other edible products of animal origin, nes",817586,Kilogram,0,?,"3,273,461"
5021010,"Pig's, hog's, or boar's bristles",100,Kilogram,0,?,"2,000"
5029019,"Badger and other brush making hair, nes",1193,Kilogram,0,?,100
5040011,"Hog casings, salted, excl. hog fat-ends",66691916,Kilogram,0,?,"172,608,637"
5040012,"Sheep casings, salted",2041697,Kilogram,0,?,"5,346,593"
5040019,"Casings of animal guts, nes",34079936,Kilogram,0,?,"63,418,247"
5040021,"Cold, frozen gizzard",6031273,Kilogram,0,?,"13,068,692"
5040029,"Gizzard of other animals, nes",79041008,Kilogram,0,?,"590,023,292"
5040090,"Other guts, bladders&stomachs of animals, whole/pieces, nes",4226732,Kilogram,0,?,"13,082,017"
5051000,Raw feathers for stuffing; down,24948880,Kilogram,0,?,"176,792,036"
5059090,Feathers nes; skins&parts of birds with feathers or down,1616790,Kilogram,0,?,"8,648,220"
5061000,Ossein and bones treated with acid,44000,Kilogram,0,?,"109,284"
5069090,"Bones and horn-cores not cut to shape, nes",48645131,Kilogram,0,?,"24,926,183"
5071000,"Ivory, its powder&waste, unworked",79357,Kilogram,0,?,"4,182,928"
5079010,Antilope horns and powder or waste thereof,113,Kilogram,0,?,923
5079020,Pilose antlers and powder thereof,781389,Kilogram,0,?,"52,270,676"
5079090,"Tortois-shell,whalebon,antlers, hooves, nails, claws&beaks;pwd/wst",3809276,Kilogram,0,?,"19,180,604"
5080010,"Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone",179240,Kilogram,0,?,"154,742"
5080090,"Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,",21756252,Kilogram,0,?,"22,658,338"
5100020,"Ambergris, castoreum and civet",519,Kilogram,0,?,"7,942"
5100090,Bile; other animal products for pharmacy,627239,Kilogram,0,?,"21,868,528"
5111000,Bovine semen,9008,Kilogram,12338363,Number of item,"97,751,162"
5119111,Fertilized fish eggs,4679,Kilogram,0,?,"2,379,220"
5119119,Other fish products,2622019,Kilogram,0,?,"3,341,569"
5119190,Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3,5110919,Kilogram,0,?,"24,739,208"
5119910,"Animal semen, not bovine semen",23,Kilogram,0,?,"1,317,068"
5119920,Animal embryo,54976,Kilogram,0,?,"14,787,826"
5119940,Horsehair and horsehair waste,2162278,Kilogram,0,?,"2,072,722"
5119990,"Animal products, nes; dead animals of Chapter 1",1891309,Kilogram,0,?,"14,891,526"
6011010,Dormant stigma croci corms,325515,Number of item,3769,Kilogram,"30,304"
6011021,Lily corms for seeding,353977486,Number of item,28003827,Kilogram,"85,459,673"
6011091,"Seed dormant bulbs, tubers, corms, crowns, rhizomes",327411218,Number of item,11072871,Kilogram,"53,824,722"
6012000,"Bulbs, tubers, cormms, etc., growth/flower; chicory plants&roots",125351,Number of item,3266,Kilogram,"99,859"
6021000,Unrooted cuttings and slips,10816708,Number of item,3483776,Kilogram,"4,089,340"
6022010,"Seedlings of edible fruit or nut trees, shrubs or bushes",394510,Number of item,69024,Kilogram,"629,369"
6022090,"Edible fruit or nut trees, shrubs&bushes, not seedlings",20,Number of item,2,Kilogram,100
6023010,Seedlings of rhododendrons&azaleas,132587,Number of item,300160,Kilogram,"959,021"
