Commodity code,Commodity,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
2091000,"Pig fat, not extracted, fresh, chilled, frozen,dried or salted",117000,Kilogram,0,?,"201,643"
2101200,"Bellies&cuts thereof of swine, salted, in brine, dried or smoked",8653,Kilogram,0,?,"79,940"
2101900,"Meat of swine, salted, in brine,dried or smoked, nes",23129,Kilogram,0,?,"203,488"
2102000,"Meat of bovine animals, salted,in brine,dried or smoked",300,Kilogram,0,?,"3,562"
2109300,"Meat/edible offal of reptiles, saltd/brn/drd/smkd;flours&meals",18,Kilogram,0,?,"3,159"
2109900,"Other meat/edible offal, nes, saltd/brn/drd/smkd; flours&meals",103840,Kilogram,0,?,"416,683"
3011100,Live ornamental freshwater fish,63944,Kilogram,0,?,"669,729"
3019210,Live eels fry,144,Kilogram,0,?,"709,067"
3019290,"Live eels, excl. fry",2875607,Kilogram,0,?,"46,434,739"
3019390,"Live Carp, excl. fry",4506398,Kilogram,0,?,"17,744,638"
3019911,Live perch fry,11250,Kilogram,0,?,"195,000"
3019919,Other live fry,70421,Kilogram,0,?,"980,503"
3019991,Live tilapia,208881,Kilogram,0,?,"661,890"
3019992,live puffer fish(fugu spp.),29800,Kilogram,0,?,"706,590"
3019993,Other live carps,870665,Kilogram,0,?,"3,558,022"
3019999,"Live fish nes, excl. Fry",8077775,Kilogram,0,?,"62,789,642"
3022300,Fresh or chilled sole,96367,Kilogram,0,?,"673,705"
3022900,Other fresh or chilled flat fish,45808,Kilogram,0,?,"733,979"
3023900,"Fresh or chilled tunas, nes",1650,Kilogram,0,?,"4,844"
3024600,Fresh or chilled cobia,300106,Kilogram,0,?,"1,920,705"
3024910,Fresh or chilled siver pomfrets (Pampus spp.),8150,Kilogram,0,?,"58,369"
3024990,"Fresh or chilled indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish",72363,Kilogram,0,?,"447,229"
3025100,Fresh or chilled cod,306569,Kilogram,0,?,"641,570"
3027100,Fresh or chilled tilapias,9861,Kilogram,0,?,"32,600"
3027300,Fresh or chilled carp,89400,Kilogram,0,?,"433,894"
3027400,Fresh or chilled eels,18427,Kilogram,0,?,"137,999"
3027900,Fresh or chilled Nile perch and snakeheads,1004,Kilogram,0,?,"4,471"
3028200,Fresh or chilled rays and skates,86560,Kilogram,0,?,"348,554"
3028910,Fresh or chilled scabber fish,77322,Kilogram,0,?,"575,548"
3028920,Fresh or chilled yellow croaker,1802217,Kilogram,0,?,"15,737,900"
3028930,Fresh or chilled butterfish(other than silver pomfrets),421880,Kilogram,0,?,"2,627,285"
3028990,"Fresh or chilled fish, nes",2736866,Kilogram,0,?,"18,235,743"
3029100,"Fresh or chilled livers, roes and milt",186100,Kilogram,0,?,"1,023,915"
3029900,Other fresh or chilled edible fish offal,14974,Kilogram,0,?,"159,828"
3031200,Other frozen Pacific salmon,1548,Kilogram,0,?,"7,323"
3031310,"Atlantic salmon (Salmo salar)  ,frozen",7192,Kilogram,0,?,"76,885"
3031400,Frozen trout,258538,Kilogram,0,?,"2,816,600"
3032300,Frozen tilapias,12708656,Kilogram,0,?,"24,293,719"
3032400,Frozen catfish,239836,Kilogram,0,?,"414,739"
3032500,Frozen carp,10044,Kilogram,0,?,"41,953"
3032600,Frozen eels,130746,Kilogram,0,?,"1,315,622"
3032900,Frozen Nile perch and snakeheads,10508,Kilogram,0,?,"43,767"
3033110,Frozen reinhardtius hippoglossoides(Greenland halibut),715027,Kilogram,0,?,"5,199,861"
3033300,Frozen sole,193210,Kilogram,0,?,"1,301,143"
3033900,Other frozen flat fish,2388779,Kilogram,0,?,"6,337,496"
3034100,Frozen albacore or longfinned tunas,4261555,Kilogram,0,?,"13,293,338"
3034200,Frozen yellowfin tunas,461824,Kilogram,0,?,"2,476,453"
3034300,Frozen Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),2234453,Kilogram,0,?,"6,283,982"
3034400,Frozen bigeye tunas,364426,Kilogram,0,?,"2,687,030"
3035100,Frozen herrings,553534,Kilogram,0,?,"442,828"
3035300,"Frozen sadines, sardinella, brisling or sprats",2184470,Kilogram,0,?,"3,949,648"
3035400,Frozen mackerel,63349144,Kilogram,0,?,"112,296,624"
3035500,Frozen jack and horse mackerel,792148,Kilogram,0,?,"1,459,541"
3035700,Frozen swordfish,45255,Kilogram,0,?,"250,605"
3035910,Frozen silver pomfrets (Pampus spp.),41610,Kilogram,0,?,"333,712"
3035990,"Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish",11832604,Kilogram,0,?,"28,656,394"
3036700,Frozen Alaska Pollack,530158,Kilogram,0,?,"1,270,688"
3036900,"Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.",76674,Kilogram,0,?,"258,140"
3038300,Frozen toothfish,1046,Kilogram,0,?,"36,564"
3038400,Frozen seabass,124640,Kilogram,0,?,"719,163"
3038910,Frozen scabber fish,283874,Kilogram,0,?,"2,111,929"
3038920,Frozen yellow croaker,2101584,Kilogram,0,?,"16,855,807"
3038930,Frozen butterfish(other than silver pomfrets),876270,Kilogram,0,?,"7,153,867"
3038990,"Frozen fish, nes",25936967,Kilogram,0,?,"104,255,387"
3039100,"Frozen fish liver, roes and milt",393694,Kilogram,0,?,"20,007,224"
3039900,Other frozen edible fish offal,1399098,Kilogram,0,?,"5,539,846"
3043900,"Fresh or chilled fillets of carp, eels and snakeheads",49670,Kilogram,0,?,"277,373"
3044400,Fresh or chilled fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,48896,Kilogram,0,?,"243,234"
3044900,Other fresh or chilled fish fillets,34800,Kilogram,0,?,"396,555"
3045100,"Fresh or chilled meat of tilapias , catfish, carp, eels, Nile perch and snakeheads",564250,Kilogram,0,?,"2,987,873"
3045900,Other fresh or chilled meat of fish,13029,Kilogram,0,?,"33,677"
3046100,Frozen fillets of tilapias,2551329,Kilogram,0,?,"8,397,319"
3046211,Frozen fillets of channel catfish,37344,Kilogram,0,?,"224,416"
3046290,Frozen fillets of other catfish,72680,Kilogram,0,?,"329,860"
3046900,Frozen fillets of carp/eels/snakeheads,123347,Kilogram,0,?,"1,031,525"
3047100,Frozen fillets of cod,12145851,Kilogram,0,?,"107,196,934"
3047200,Frozen fillets of haddock,1821791,Kilogram,0,?,"14,827,092"
3047300,Frozen fillets of coalfish,857063,Kilogram,0,?,"7,557,477"
3047400,Frozen fillets of Hake,766981,Kilogram,0,?,"3,127,020"
3047500,Frozen fillets of Alaska pollack,27401260,Kilogram,0,?,"101,781,895"
3047900,Frozen fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,1595563,Kilogram,0,?,"7,380,870"
3048100,Frozen fillets of Pacific/Atlantic/Danude salmon,8689019,Kilogram,0,?,"76,878,253"
3048200,Frozen fillets of trout,44840,Kilogram,0,?,"507,799"
3048300,Frozen fillets of flat fish,6798026,Kilogram,0,?,"44,516,470"
3048400,Frozen fillets of swordfish,251,Kilogram,0,?,"3,517"
3048600,Frozen fillets of herrings,151074,Kilogram,0,?,"428,742"
3048700,"Frozen fillets of tunas, skipjack tuna (stripe-bellied bonito) ",1722747,Kilogram,0,?,"17,496,757"
3048800,"Frozen fillets of dogfish, other sharks, rays and skates",107220,Kilogram,0,?,"739,533"
3048900,Frozen fillets of other fish,12656122,Kilogram,0,?,"69,527,303"
3049300,"Frozen meat of tilapias, catfish , carp, eels, Nile perch and snakeheads",2660,Kilogram,0,?,"14,319"
3049400,Frozen meat of Alaska pollack,1525290,Kilogram,0,?,"4,879,980"
3049500,"Frozen meat of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae etc, other than Alaska Pollack",525128,Kilogram,0,?,"2,008,086"
3049900,Frozen meat of other fish,8881570,Kilogram,0,?,"47,474,174"
3052000,"Dried/smoked/salted fish livers,roes and milt",558472,Kilogram,0,?,"5,760,824"
3053200,"Dried/salted fish fillets of the families Bregmacerotidae, Euclichthyidae, Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",2855598,Kilogram,0,?,"16,492,411"
3053900,Dried/salted fillets of other fish,28878,Kilogram,0,?,"244,767"
3054110,Smoked Atlantic salmon(excl.offal),10700,Kilogram,0,?,"208,265"
3054120,Smoked Pacific/Danude salmon(excl.offal),8270,Kilogram,0,?,"41,035"
3054200,Smoked herrings(excl.offal),177924,Kilogram,0,?,"636,518"
3054300,Smoked trout(excl.offal),107614,Kilogram,0,?,"1,875,674"
3054900,Other smoked fish(excl.edible offal),421049,Kilogram,0,?,"3,171,878"
3055100,Dried cod(excl.offal),62808,Kilogram,0,?,"783,912"
3055300,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc, other than cod",18300,Kilogram,0,?,"241,200"
3055410,Dried silver pomfrets (Pampus spp.),788,Kilogram,0,?,"27,956"
3055490,"Dried herrings, anchovies, sardines,mackerel,seerfishes,Pacific saury, swordfish, bonitos etc.",552084,Kilogram,0,?,"3,188,814"
3055990,Other dried fish(excl.offal),1281185,Kilogram,0,?,"11,422,912"
3056200,Salted cod(excl.offal),428094,Kilogram,0,?,"2,001,474"
3056910,Salted scabber fish(excl.offal),840,Kilogram,0,?,"6,030"
3056920,Salted yellow croaker(excl.offal),4260,Kilogram,0,?,"26,593"
3056990,"Salted fish,nes(excl.offal)",626416,Kilogram,0,?,"2,646,913"
3057100,Shark fins,2676,Kilogram,0,?,"440,443"
3057200,"Fish heads, tails and maws",86620,Kilogram,0,?,"791,697"
3057900,Other fish fins and edible offal,264766,Kilogram,0,?,"981,372"
3061100,Frozen rock lobsters and crawfish,46418,Kilogram,0,?,"982,638"
3061410,Frozen swimming crabs,4315743,Kilogram,0,?,"22,585,066"
3061490,Other frozen crabs,439075,Kilogram,0,?,"7,586,506"
3061630,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , shelled",352978,Kilogram,0,?,"6,412,193"
3061640,"Frozen northern pandalus (Pandalus borealis), unshelled",539341,Kilogram,0,?,"3,174,547"
3061690,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , unshelled",78432,Kilogram,0,?,"379,829"
3061730,"Other frozen shrimps and prawns, shelled",3477051,Kilogram,0,?,"34,249,831"
3061790,"Other frozen shrimps and prawns, unshelled",1826655,Kilogram,0,?,"10,210,522"
3061919,Other frozen freshwater crawfish,8400,Kilogram,0,?,"88,298"
3061990,"Frozen crustaceans,nes",17880,Kilogram,0,?,"358,888"
3063190,"Live/fresh/chilled rock lobster and other sea crawfish, not for cultivation",340,Kilogram,0,?,"2,142"
3063310,Live crabs for cultivation,2133,Kilogram,0,?,"12,094"
3063391,"Live/fresh/chilled freshwater crabs, not for cultivation",1042412,Kilogram,0,?,"5,795,650"
3063392,"Live/fresh/chilled swimming crabs, not for cultivation",17711,Kilogram,0,?,"182,925"
3063399,"Other live/fresh/chilled crabs, not for cultivation",167040,Kilogram,0,?,"2,756,529"
3063590,"Live cole-water prawns and live/fresh/cold cold-water shrimps, not for cultivation",35,Kilogram,0,?,438
3063610,Other shrimps/prawns for cultivation,418,Kilogram,0,?,"5,415"
3063690,"Other live prawns and live/fresh/cold shrimps, not for cultivation",1610923,Kilogram,0,?,"23,342,971"
3063990,"Live/fresh/chilled crustaceans ,nes",27596,Kilogram,0,?,"245,700"
3069510,Cold-water shrimps and prawns£¬prepared other than fresh/chilled,17948,Kilogram,0,?,"82,747"
3069590,Other shrimps and prawns£¬prepared other than fresh/chilled,282615,Kilogram,0,?,"3,421,556"
3069900,Crustaceans nes,630,Kilogram,0,?,"23,341"
3071110,Oysters for cultivation,10734,Kilogram,0,?,"58,064"
3071190,"Live/fresh/chilled oysters, not for cultivation",411001,Kilogram,0,?,"4,393,403"
3071200,Frozen oysters,161672,Kilogram,0,?,"868,208"
3071900,Dried/salted/smoked oysters,86940,Kilogram,0,?,"5,490,765"
3072191,"Other scallops,live/fresh/chilled",104689,Kilogram,0,?,"146,704"
3072199,"Other molluscs of the family Pectinidae, live/fresh/chilled",2930,Kilogram,0,?,"24,513"
3072210,Frozen scallops,1553807,Kilogram,0,?,"11,249,452"
3072290,Frozen other molluscs of the family Pectinidae,2483384,Kilogram,0,?,"30,825,935"
3072910,"Scallops, dried/salted/in brine/smoked",20450,Kilogram,0,?,"422,480"
3073190,"Live/fresh/chilled mussels, not for cultivation",3860,Kilogram,0,?,"6,065"
3073200,Frzen mussels,1484749,Kilogram,0,?,"3,351,187"
3074291,"Live/fresh/chilled cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",536067,Kilogram,0,?,"6,184,342"
3074299,Other live/fresh/chilled cuttle fish and squid,36232,Kilogram,0,?,"202,081"
3074310,"Frozen cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",15123716,Kilogram,0,?,"106,332,126"
3074390,Other frozen cuttle fish and squid,26407141,Kilogram,0,?,"112,438,989"
3074910,"Dried/salted/smoked cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",72206,Kilogram,0,?,"1,456,998"
3074990,Other dried/salted/smoked cuttle fish and squid,499275,Kilogram,0,?,"4,886,814"
3075100,Live/fresh/chilled octopus,1112383,Kilogram,0,?,"15,369,868"
3075200,Frozen octopus,3708034,Kilogram,0,?,"24,686,899"
3075900,Dried/salted/smoked octopus,96329,Kilogram,0,?,"788,902"
3076090,"Snails (not sea snails), not for cultivation",305,Kilogram,0,?,305
3077191,"Live/fresh/chilled clams, not for cultivation",8958634,Kilogram,0,?,"15,944,089"
3077199,"Live/fresh/chilled cockles and ark shells, not for cultivation",1015189,Kilogram,0,?,"4,068,816"
3077200,"Frozen clams, cockles and ark shells",911253,Kilogram,0,?,"3,713,401"
3077900,"Dried/salted/smoked clams, cockles and ark shells",132100,Kilogram,0,?,"552,550"
3078190,"Live/fresh/chilled abalone, not for cultivation",823152,Kilogram,0,?,"18,242,894"
3078300,Frozen abalone,55669,Kilogram,0,?,"1,050,316"
3079110,"Other molluscs for custivation, shelled or not",70000,Kilogram,0,?,"140,200"
3079190,"Molluscs nes, live/fresh/chilled, not for cultivation",512592,Kilogram,0,?,"4,462,265"
3079200,"Frozen molluscs nes",661898,Kilogram,0,?,"9,988,776"
3079900,"Molluscs nes, dried/salted/in brine/smoked",53769,Kilogram,0,?,"878,566"
3081200,Frozen sea cucumbers,12684,Kilogram,0,?,"275,121"
3082190,"Live/fresh/chilled sea urchins, not for cultivation",1330,Kilogram,0,?,"256,263"
3082200,Frozen sea urchins,15038,Kilogram,0,?,"789,375"
3083090,Frozen/dried/salted/smoked jellyfish,618927,Kilogram,0,?,"4,111,818"
3089012,"Live/fresh/chilled sea clamworm, not for cultivation",100479,Kilogram,0,?,"1,505,370"
3089019,"Live/fresh/chilled aquatic invertebrates(excl.crustaceans/molluscs)nes, not for cultivation",17963,Kilogram,0,?,"258,754"
3089090,Other frozen/dried/salted/smoked aquatic invertebrates(excl.crustaceans/molluscs),9501,Kilogram,0,?,"104,518"
3091000,"Flours, meals and pellets of fish, fit for human consumption",224531,Kilogram,0,?,"757,557"
3099000,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",15700,Kilogram,0,?,"186,730"
4011000,"Milk&cream,fat¡Ü1%, not concentrated or sweetened",3372,Kilogram,0,?,"8,394"
4012000,"Milk&cream,1%£¼fat¡Ü6%, not concentrated or sweetened",3808734,Kilogram,0,?,"3,446,814"
4015000,"Milk&cream,fat£¾10%, not concentrated or sweetened",1234,Kilogram,0,?,"5,483"
4021000,"Milk&cream in solid forms,fat¡Ü1.5%, concentrated/sweetened",904269,Kilogram,0,?,"3,054,256"
4022100,"Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened",1459477,Kilogram,0,?,"6,156,195"
4022900,"Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened",49087,Kilogram,0,?,"211,951"
4029100,"Milk&cream not in solid form, concentrated, unsweetened",27259,Kilogram,0,?,"53,461"
4029900,"Milk&cream not in solid form, concentrated, sweetened",469856,Kilogram,0,?,"936,781"
4032010,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",960,Kilogram,0,?,"3,192"
4032090,Other yogurt,260763,Kilogram,0,?,"452,071"
4039000,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream",427421,Kilogram,0,?,"948,652"
4049000,"Products consisting of natural milk constituents, nes",18993,Kilogram,0,?,"27,748"
4051000,Butter,277360,Kilogram,0,?,"1,379,865"
4052000,Dairy spreads,5000,Kilogram,0,?,"11,750"
4059000,Other fats&oils derived from milk,18800,Kilogram,0,?,"108,814"
4062000,Grated or powdered cheese,22958,Kilogram,0,?,"222,589"
4063000,"Processed cheese, not grated or powdered",10180,Kilogram,0,?,"114,903"
4071100,Fertilised eggs for incubation of hens,10360,Kilogram,185154,Number of item,"114,882"
4072100,Fresh eggs of hens,19842250,Kilogram,329048910,Number of item,"34,711,202"
4072900,Fresh eggs of other fowls,91602,Kilogram,4075840,Number of item,"240,693"
4079010,Salted eggs,1192581,Kilogram,16974747,Number of item,"3,562,617"
4079020,Lime-preserved eggs,1322365,Kilogram,19547020,Number of item,"4,130,568"
4079090,"Prevered/cooked eggds in shell, nes",28713,Kilogram,340572,Number of item,"80,123"
4081100,Dried egg yolks,56747,Kilogram,0,?,"527,167"
4081900,Egg yolks (excl. dried),256913,Kilogram,0,?,"2,050,872"
4089100,"Dried bird's eggs, not in shell",82861,Kilogram,0,?,"617,991"
4089900,"Bird's eggs, not in shell (excl. dried)",1582095,Kilogram,0,?,"3,867,067"
4090000,Natural honey,30193548,Kilogram,0,?,"51,281,903"
4109010,Edible bird's nests (salanganes' nests),232,Kilogram,0,?,"36,078"
4109021,"Pure royal jelly, fresh",96528,Kilogram,0,?,"2,377,104"
4109022,"Pure royal jelly, in powder, fresh",40770,Kilogram,0,?,"3,294,781"
4109023,Bee pollen,399575,Kilogram,0,?,"1,741,946"
4109029,Other bee products,50536,Kilogram,0,?,"1,068,918"
4109090,"Other edible products of animal origin, nes",1177,Kilogram,0,?,"274,029"
5021010,"Pig's, hog's, or boar's bristles",452256,Kilogram,0,?,"4,506,740"
5021020,"Pig's, hog's, or boar's hair",21465,Kilogram,0,?,"60,822"
5029011,Goats hair for brush making,11060,Kilogram,0,?,"1,013,058"
5029019,"Badger and other brush making hair, nes",3831,Kilogram,0,?,"628,695"
5040011,"Hog casings, salted, excl. hog fat-ends",8552663,Kilogram,0,?,"62,474,125"
5040012,"Sheep casings, salted",2288214,Kilogram,0,?,"62,844,433"
5040013,"Goat casings, salted",24945,Kilogram,0,?,"865,318"
5040019,"Casings of animal guts, nes",61843,Kilogram,0,?,"3,278,507"
5040029,"Gizzard of other animals, nes",1715,Kilogram,0,?,"19,866"
5040090,"Other guts, bladders&stomachs of animals, whole/pieces, nes",99021,Kilogram,0,?,"212,999"
5051000,Raw feathers for stuffing; down,5805246,Kilogram,0,?,"108,614,867"
5059090,Feathers nes; skins&parts of birds with feathers or down,52363,Kilogram,0,?,"1,370,016"
5079020,Pilose antlers and powder thereof,10701,Kilogram,0,?,"2,481,336"
5079090,"Tortois-shell,whalebon,antlers, hooves, nails, claws&beaks;pwd/wst",268,Kilogram,0,?,"10,694"
5080010,"Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone",159783,Kilogram,0,?,"46,271"
5080090,"Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,",1253737,Kilogram,0,?,"1,046,335"
5100090,Bile; other animal products for pharmacy,21349,Kilogram,0,?,"415,687"
5119119,Other fish products,109561,Kilogram,0,?,"564,275"
5119190,Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3,484000,Kilogram,0,?,"5,151,338"
5119910,"Animal semen, not bovine semen",1,Kilogram,0,?,"132,861"
5119930,Silkworm graine,821,Kilogram,0,?,"154,862"
5119940,Horsehair and horsehair waste,93509,Kilogram,0,?,"3,800,470"
5119990,"Animal products, nes; dead animals of Chapter 1",2331570,Kilogram,0,?,"10,934,764"
6011091,"Seed dormant bulbs, tubers, corms, crowns, rhizomes",1767907,Number of item,88131,Kilogram,"292,422"
6011099,"Dormant bulbs, tubers, corms, crowns, rhizomes, not seed",458804,Number of item,19750,Kilogram,"142,539"
6012000,"Bulbs, tubers, cormms, etc., growth/flower; chicory plants&roots",59801,Number of item,5901,Kilogram,"16,727"
6021000,Unrooted cuttings and slips,36264887,Number of item,407131,Kilogram,"1,941,447"
6022010,"Seedlings of edible fruit or nut trees, shrubs or bushes",1383806,Number of item,17093,Kilogram,"151,852"
6022090,"Edible fruit or nut trees, shrubs&bushes, not seedlings",35134,Number of item,484282,Kilogram,"152,620"
6023090,"Rhododendrons&azaleas, not seedlings",345948,Number of item,360673,Kilogram,"197,892"
6024010,Seedlings of roses,72450,Number of item,10942,Kilogram,"61,737"
6024090,"Roses, other than seedlings",51858,Number of item,18137,Kilogram,"25,248"
6029010,Mushroom spawn,22910296,Kilogram,0,?,"12,496,756"
6029091,"Seedlings of trees, shrubs or bushes, nes",21782400,Number of item,466746,Kilogram,"6,020,910"
6029092,"Orchid, not seedings",10157725,Number of item,2766101,Kilogram,"7,591,128"
6029093,"Chrysanthemum, not seedings",62212,Number of item,92862,Kilogram,"56,390"
6029094,"Lily, not seedings",7802,Number of item,2369,Kilogram,"4,994"
6029095,"Carnation, not seedings",438051,Number of item,8883,Kilogram,"73,207"
6029099,"Other live plants, nes, not seedings",41175045,Number of item,27988512,Kilogram,"22,373,343"
6031100,"Fresh cut flowers&buds of roses,for ornamental purpose",669404,Kilogram,10389885,Number of item,"3,370,030"
6031200,"Fresh cut flower&buds of carnations,for ornamental purpose",1250328,Kilogram,31097038,Number of item,"4,081,948"
6031300,"Fresh cut flowers&buds of orchids,for ornamental purpose",10692,Kilogram,96350,Number of item,"249,191"
6031400,"Fresh cut flowers&buds of chrysanthemums,for ornamental purpose",1146972,Kilogram,20581447,Number of item,"4,541,338"
6031500,"Fresh cut flowers&buds of lily,for ornamental purpose",611977,Kilogram,3517474,Number of item,"1,647,249"
6031900,"Other fresh cut flowers&buds,for ornamental purpose",4469513,Kilogram,56258508,Number of item,"6,912,582"
6039000,"Cut flowers&buds,other than fresh,for ornamental purpose",146787,Kilogram,40490853,Number of item,"2,401,079"
6042090,"Fresh foliage/branches/grasses without flowers/flowerbuds, for ornamental purpose",1553576,Kilogram,0,?,"4,511,091"
6049010,Other mosses and lichens,106785,Kilogram,0,?,"538,517"
6049090,"Other foliage/branches/grasses without flowers/flowerbuds, for ornamental purpose",457515,Kilogram,0,?,"3,434,824"
7019000,"Potatoes, fresh or chilled, not seedings",23776886,Kilogram,0,?,"15,229,050"
7020000,"Tomatoes, fresh or chilled",26778303,Kilogram,0,?,"33,630,623"
7031010,"Onions, fresh or chilled",133786874,Kilogram,0,?,"83,222,026"
7031020,"Shallots, fresh or chilled",2860102,Kilogram,0,?,"3,464,593"
